908,1000,1000,64,0
911,1000,1000,32,0
903,1000,1000,24,0
1000,1000,1000,16,0
1638,1000,1000,8,0
3246,1000,1000,4,0
6472,1000,1000,2,0
12934,1000,1000,1,0
3602,2000,1000,64,0
3623,2000,1000,32,0
3586,2000,1000,24,0
4011,2000,1000,16,0
6560,2000,1000,8,0
12967,2000,1000,4,0
25861,2000,1000,2,0
51686,2000,1000,1,0
8071,3000,1000,64,0
8152,3000,1000,32,0
8046,3000,1000,24,0
9010,3000,1000,16,0
14750,3000,1000,8,0
29165,3000,1000,4,0
58209,3000,1000,2,0
116298,3000,1000,1,0
907,1000,1000,64,0
955,1000,1000,32,0
899,1000,1000,24,0
1006,1000,1000,16,0
1635,1000,1000,8,0
3237,1000,1000,4,0
6450,1000,1000,2,0
12888,1000,1000,1,0
1788,1000,2000,64,0
1806,1000,2000,32,0
1773,1000,2000,24,0
2000,1000,2000,16,0
3226,1000,2000,8,0
6380,1000,2000,4,0
12758,1000,2000,2,0
25428,1000,2000,1,0
2666,1000,3000,64,0
2678,1000,3000,32,0
2643,1000,3000,24,0
2965,1000,3000,16,0
4811,1000,3000,8,0
9570,1000,3000,4,0
19063,1000,3000,2,0
37961,1000,3000,1,0
3521,1000,4000,64,0
3548,1000,4000,32,0
3522,1000,4000,24,0
3962,1000,4000,16,0
6396,1000,4000,8,0
12649,1000,4000,4,0
25363,1000,4000,2,0
50491,1000,4000,1,0
4409,1000,5000,64,0
4431,1000,5000,32,0
4392,1000,5000,24,0
4922,1000,5000,16,0
7979,1000,5000,8,0
15785,1000,5000,4,0
31677,1000,5000,2,0
63026,1000,5000,1,0
